key	d	u	pp	ht	ft	digraph	trial	name
del	1479588408.45	1479588408.5	0.352341890335	0.0562391281128	0.296102762222	 -del	2	Aaron
y	1479588408.59	1479588408.65	0.143978118896	0.0558578968048	0.0881202220917	del-y	2	Aaron
 	1479588408.66	1479588408.78	0.0641100406647	0.122135877609	-0.0580258369446	y- 	2	Aaron
d	1479588408.88	1479588408.96	0.223945856094	0.0796070098877	0.144338846207	 -d	2	Aaron
o	1479588408.97	1479588409.03	0.0874910354614	0.0639979839325	0.0234930515289	d-o	2	Aaron
g	1479588409.19	1479588409.23	0.224346160889	0.0400359630585	0.18431019783	o-g	2	Aaron
 	1479588409.3	1479588409.38	0.103894948959	0.0800230503082	0.0238718986511	g- 	2	Aaron
a	1479588409.41	1479588409.5	0.112282991409	0.096186876297	0.0160961151123	 -a	2	Aaron
n	1479588409.52	1479588409.56	0.111580848694	0.0400660037994	0.0715148448944	a-n	2	Aaron
d	1479588409.59	1479588409.66	0.0724000930786	0.0716450214386	0.000755071640015	n-d	2	Aaron
 	1479588409.69	1479588409.78	0.101402044296	0.0830149650574	0.0183870792389	d- 	2	Aaron
r	1479588409.82	1479588409.89	0.122149944305	0.0721979141235	0.0499520301819	 -r	2	Aaron
a	1479588409.92	1479588409.99	0.10456609726	0.0715110301971	0.0330550670624	r-a	2	Aaron
n	1479588410.01	1479588410.06	0.0882229804993	0.0553779602051	0.0328450202942	a-n	2	Aaron
 	1479588410.19	1479588410.29	0.183671951294	0.0974290370941	0.0862429141998	n- 	2	Aaron
a	1479588410.38	1479588410.44	0.183914899826	0.0638241767883	0.120090723038	 -a	2	Aaron
l	1479588410.45	1479588410.5	0.0720241069794	0.0557570457458	0.0162670612335	a-l	2	Aaron
l	1479588410.58	1479588410.64	0.135839939117	0.0558061599731	0.0800337791443	l-l	2	Aaron
 	1479588410.65	1479588410.72	0.0640299320221	0.0716500282288	-0.00762009620667	l- 	2	Aaron
t	1479588410.74	1479588410.81	0.0961740016937	0.0670092105865	0.0291647911072	 -t	2	Aaron
h	1479588410.82	1479588410.87	0.0800931453705	0.0481538772583	0.0319392681122	t-h	2	Aaron
e	1479588410.92	1479588410.99	0.0957570075989	0.0746710300446	0.0210859775543	h-e	2	Aaron
 	1479588411.03	1479588411.12	0.112007856369	0.0877711772919	0.0242366790771	e- 	2	Aaron
